reference,baseline_hyp,finetuned_hyp,llm_repaired,speech_status,gender,duration
lair,"Well, here.",lear 尤尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼�,lear 尤尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼尼�,dysarthria,female,3.6
There is a treehouse up above,There is a tree on the top of the globe.,There is a tree out of the vault,There is a tree out of the vault,dysarthria,male,6.3
stubble,Let's jump on.,stubble,stubble,dysarthria,male,3.663
charlie,Charity,"jardy,","jardy,",dysarthria,male,1.964
pile,Bye.,par,par,dysarthria,female,1.35
mike,Like.,make,make,dysarthria,female,2.415
Although always again again,"I'll always, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again, again,",Although always again again in the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of,Although always again again in the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of the middle of,dysarthria,male,8.115
floor,Floor.,"floor,","floor,",dysarthria,male,2.805
Well he is nearly ninetythree years old,What? She is really made three years old.,"Why, she is really ninety three years old","Why, she is really ninety three years old",dysarthria,male,7.53
We have often urged him to walk more and smoke less,We have to do one more and so much less.,We have often urged him to walk more and smoke less,We have often urged him to walk more and smoke less,dysarthria,male,11.145
bloat,Oh no!,glow-t,glow-t,dysarthria,male,2.745
The box contained three sweaters,The box contains three swatters.,The box contained three sweaters,The box contained three sweaters,dysarthria,female,5.25
You're used to being on the field,You are used to being on the field.,You're used to being on the field,You're used to being on the field,dysarthria,male,5.4
ship,"SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT, SHIT,",she-tip,she-tip,dysarthria,male,2.09
cart,CLEAT!,court,court,dysarthria,male,3.445
I expect we'll bounce back this week,I ate back with bells back to this wheat.,I expect we'll bounce back this week,I expect we'll bounce back this week,dysarthria,male,9.965
dug,"That's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it,",tuck,tuck,dysarthria,male,1.65
bit,Whip!,beat,beat,dysarthria,male,1.48
Don't ask me to carry an oily rag like that,So I can do it again when I do it again.,The audience actually took care of him when he was a little like that,The audience actually took care of him when he was a little like that,dysarthria,male,9
red,Great!,flat,flat,dysarthria,female,1.45
delta,Delta,delta__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,delta__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,dysarthria,female,2.7
for,4,four,four,dysarthria,male,2.315
write,Right,write,write,dysarthria,male,1.63
bubble,Bump!,bubbur,bubbur,dysarthria,male,3.344
fed,Fred.,fred,fred,dysarthria,female,1.405
spain,See you soon!,spaired,spaired,dysarthria,male,1.964
train,Train.,"train,","train,",dysarthria,male,2.915
tip,Ta-da!,tip,tip,dysarthria,female,0.753
rest,Rest.,rest,rest,dysarthria,female,2.1
Both figures would go higher in later years,Both figures would go higher in later years.,Both figures would go higher in later years,Both figures would go higher in later years,dysarthria,male,4.22
delta,Tell it all.,delitor,delitor,dysarthria,male,2.406
Most young rise early every morning,"No, young, rich, early, every morning.","Most young, rich, early every morning,","Most young, rich, early every morning,",dysarthria,female,4.95
horn,one,"horn,","horn,",dysarthria,female,1.5
sigh,Bye!,sie,sie,dysarthria,male,2.85
car,Car.,car,car,dysarthria,male,2.7
fair,free,"fair,","fair,",dysarthria,male,1.92
play,play,play__,play__,dysarthria,male,2.64
You can ride stagecoach,You can rather stay too close.,"You can write a sagebrush,","You can write a sagebrush,",dysarthria,female,2.645
down,Don't!,bouncy,bouncy,dysarthria,male,1.6
beta,Bida.,beta,beta,dysarthria,male,2.015
usually minus several buttons,usually minus several buttons.,"Usually minus several buttons,","Usually minus several buttons,",dysarthria,male,4.2
giving those who observe him a pronounced feeling of the utmost respect,"and giving you everything, the previous feeling of a moment is back.",giving over whoever in the pronounced feeling of utmost respect,giving over whoever in the pronounced feeling of utmost respect,dysarthria,male,16.26
jacket,Jacket.,jacket,jacket,dysarthria,male,3.3
hair,Here.,hair,hair,dysarthria,female,3.525
fear,Chew them.,feel,feel,dysarthria,male,1.2
fruit,Frit.,fruits,fruits,dysarthria,female,1.2
witch,WITCH!,witch,witch,dysarthria,male,1.915
error,Yeah.,hebbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,hebbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,dysarthria,male,2.54
My sister made the flowered curtains,My mind just didn't know about the flower. I didn't... didn't... didn't.,Mama is still made of the flower as it is in it,Mama is still made of the flower as it is in it,dysarthria,male,11.97
sip,See you up.,sip,sip,dysarthria,male,2.22
sip,Damn it.,sit,sit,dysarthria,male,1.95
Alimony harms a divorced man's wealth,"All of them, you know, I could build men's wealth.",All of whom he owns a divorced man's wife,All of whom he owns a divorced man's wife,dysarthria,male,9.14
Usually minus several buttons,"Oh, my soul, but...",Rolled by a several buttons,Rolled by a several buttons,dysarthria,female,4.2
catch,Catch!,catch,catch,dysarthria,female,1.355
Their house is grey and white,Their host is gray and white.,"Their house is grey and white,","Their house is grey and white,",dysarthria,male,3.6
